product_id	comment_id	comment	sentiment	sentiment_category
1.0	0.0	gayet   kullanışlı   hesaplı	0.3333333333333333	1
1.0	1.0	airfryeri   aktif   olarak   kullanıyorsunuz   düşünmeden   sipariş   etmenizi   tavsiye   ederim	0.375	1
1.0	2.0	güzel	0.4545454545454545	1
1.0	3.0		0.0	0
1.0	4.0	fiyatı   kalitesi   güzel	0.4545454545454545	1
1.0	5.0	alta   sızdırmıyor   boyutu   çok   iyi	0.6111111111111112	1
1.0	6.0	xiaomi   airfry   tam   uyuyor   temiz   tertipli   iş   çıkarıyor	1.025	1
1.0	7.0	kullanışlı	0.25	1
1.0	8.0	3-4   -5   litrelerle   uyumlu	0.0	0
1.0	9.0	kullandığım   ürün	0.0	0
1.0	10.0	açıkçası   uzun   zamandır   ürün   almak   istiyordum   airfryer'in   altını   temizlemekle   uğraşmak   istemiyordum   araştırırken   ürüne   denk   geldim   yorumlarda   kanıp   sipariş   verdim   ürünle   birlikte   ilk   pişirmem   üstüne   köfteleri   koyup   oldu   pişirme   sırasında   gördüm   kenarları   airfryer'ın   yukardan   sıcak   hava   vurması   birlikte   köftelerin   üstüne   katlanmış   köfteler   pişmiyordu   birde   5   tane   köfte   koymuştum   sadece   üründen   mi   memnun   kalmadım   2   paket   aldım   birde   sürekli   kullanırım   ürün   belirttiği   görevi   getiremiyor   buraya   yorum   yazanlar   neye   göre   yorum   yazdı   açıkçası   anlayabilmiş   değilim   samimiyetimle   söylüyorum   ürünü   kesinlikle   tavsiye   etmiyorum	0.1553571428571429	1
1.0	11.0	urun   inanılmaz   hayal   kirikliği   köfte   patates   herşey   mi   yapisir   sahici   urunu   için   kolay   kolay   olumsuz   yazmam   urun   için   özellikle   yazmak   istedim   çok   satana   aldanmayın	1.4166666666666663	1
1.0	12.0	bugüne   dek   amazondan   alıp   kalitesiz   çıkan   ürün   yoktu   herşeyin   ilki   varmış   ürün   berbat   üzerinde   pişirirseniz   yapışıyor   etiniz   tavusunuz   çöp   oluyor	-0.25	0
1.0	13.0	kullanışlı   değil   eğilip   bükülüp   yemek   üstünü   kapatıyor   kullanışsız	-0.8235294117647058	0
